"CONTENTS_SEQ","CONTENTS_TITLE","CONTENTS_SYNOPSIS","CONTENTS_GENRE","AGE_RATING","RELEASE_YEAR","RATING","POSTER_IMG","DIRECTOR","CAST","OTT"
"187","그을린 사랑","쌍둥이 남매인 잔느와 시몽은 어머니 나왈의 유언을 전해 듣고 혼란에 빠진다. 유언의 내용은 죽은 줄로만 알았던 생부와 존재조차 몰랐던 형제를 찾아 자신이 남긴 편지를 전해달라는 것. 또한 편지를 전하기 전까지는 절대 장례를 치르지 말라는 당부도 함께 담겨있다. 어머니의 흔적을 따라 중동으로 떠난 남매는 베일에 싸여 있던 그녀의 과거와 마주한다. 그리고 그 과거의 끝에는 충격적인 진실이 기다리고 있는데....","드라마","청소년 관람불가","2010","4.2","https://file.kinolights.com/m/content_poster/202307/12/0d38d944-6306-459f-8ae4-13c97c759b01.webp","드니 빌뇌브","루브나 아자발, 멜리사 디소르미스 폴린","왓챠"
"188","그해 여름","내 가장 행복했던 순간 | 고마워요, 아름다운 추억을 선물해줘서...
모두가 동경하는 '윤석영' 교수(이병헌 分)의 첫사랑 '서정인'(수애 分)을 찾아 나선 TV교양프로그램의 덜렁이 작가 수진(이세은 分). 낭만이라고는 약에 쓸래도 없는 앙숙 김PD(유해진 分)와 취재길에 나선다. 윤석영 교수가 대학시절 농촌봉사활동을 위해 내려왔다는 시골마을 수내리. 그들은 정인의 행방을 찾지만 그 이름을 듣는 사람들의 얼굴이 예사롭지 않다. 취재가 깊어지면서 그들은 '서정인'의 절친한 사이였던 '엘레나'(이혜은 分)와 당시 윤교수와 함께 농활을 내려왔던 '남균수'(오달수 分)교수를 만나게 된다. 그리고 상상조차 하지 못한 아련한 사랑의 이야기를 듣게 되는데...
1969년 여름, 서울에서 농촌봉사활동을 내려 온 대학생들. 풋풋하고 싱그러운 그 젊음 속에 가장 빛나는 얼굴 '석영'이 있다. 아버지를 피해 마지못해 도망치듯 내려온 농활이라 그는 번번이 농땡이고 매사 시큰둥이다. 그러나 그의 마음을 첫 눈에 사로잡은 그녀 '정인'. 가족도 없이 외롭게 살아가지만, 씩씩하고 순수한 시골 도서관 사서 '정인'에게 '석영'은 점점 끌리게 되고, '정인' 역시 그에게 빠져든다. 그러나 두 사람이 마음이 깊어갈수록, 계절은 흘러가고 농활의 끝은 다가오는데... 하지만 그들의 이별은 전혀 예상 못한 곳에서 오고 있었다...","드라마, 로맨스","12세 이상 관람가","2006","3.3","https://file.kinolights.com/m/content_poster/202307/12/d38edc0f-dee2-4242-8b54-b6fb2d9f227e.webp","조근식","이병헌, 수애","왓챠, 티빙"
"189","그해 크리스마스에는","바닷가 마을을 배경으로 한 코미디. 마을을 덮친 눈보라와 함께 가족과 친구, 사랑, 외로움에 관한 얽히고설킨 이야기가 펼쳐진다. 거기다 큰 실수를 저지르는 산타클로스의 소동극까지.","코미디, 판타지, 애니메이션","전체 관람가","2024","3.2","https://file.kinolights.com/m/content_poster/202412/26/139d0daf-cb81-489c-8386-94132b6f4f54.webp","사이먼 코튼","브라이언 콕스, 피오나 쇼우","넷플릭스"
"190","극장전","2005년 홍상수 감독의 새로운 시리즈 | 첫사랑을 만난다 - 여배우를 만난다

극장傳 _ '영화 이야기'. 내 이름은 전상원이다. 수능 시험을 마치고, 형에게 두둑한 용돈을 받아 종로거리로 나섰다. 그리고 우연히 어느 안경점 앞에서 중학교 때 첫사랑 영실을 만났다. 다시는 못 볼 줄 알았는데... 19살의 끝, 우리는 어떻게 될까?
극장前 _ '관객 이야기'. 내 이름은 김동수이다. 오늘 종로의 한 극장에서 선배 형이 감독한 영화 한 편을 봤다. 영화 속 주인공 이야기가 예전 내 모습 같았다. 극장 앞, 거짓말처럼 영화 속 여주인공을 마주쳤다. 여배우의 이름은 최영실이다. 그녀 역시 영화를 본 것 같다. 인파 속으로 사라지는 영실을 뒤로 하고, 말보로 담배를 한 갑 샀다. 동창회 부회장 녀석이 저녁 때 선배감독을 위한 후원모임에 나오라고 전화를 한다. 사실 선배는 지금 입원 중이다. 가야하나? 말아야 하나? 무작정 종로 길을 걷는다. 영화 속에 등장한 곳들을 돌아보고 싶어졌다. 사람들에게 사인을 해주고 있는 여배우 영실이 스쳐 지나간다. 그녀 역시 영화순례 중인가? 용기를 내어 말을 건네보니 의외로 친절하게 대해준다. 오늘, 그녀가 나의 운명 같다...","드라마","청소년 관람불가","2005","3.5","https://file.kinolights.com/m/content_poster/202307/12/f12299ac-df05-467b-becf-aca8fbabf87b.webp","홍상수","김상경, 엄지원","넷플릭스, 왓챠, 쿠팡플레이, 티빙"
"191","극장총집편 봇치 더 록! 전편","대인 관계에 서투른 소녀 고토 히토리는 무대에서 빛나는 밴드 활동을 동경해 기타 연주를 시작하지만, 여전히 친구가 없다. 혼자서 연습하며 실력을 키우던 중 자신의 연주 영상을 인터넷 사이트에 올리고 어느 날 ‘결속밴드’에서 드럼을 담당하는 이지치 니지카가 먼저 고토 히토리에게 말을 거는데…?!","드라마, 코미디, 애니메이션","12세 이상 관람가","2024","3.5","https://file.kinolights.com/m/content_poster/202407/17/74431385-7df2-4dd0-b180-1129149200eb.webp","사이토 케이이치로","아오야마 요시노, 스즈시로 사유미","왓챠"
"192","극장총집편 환일의 요하네 -SUNSHINE in the MIRROR-","파도와 바람 소리에 둘러싸인 마을 누마즈에서 자란 요하네는 스타가 되겠다는 꿈을 안고 도시로 향한다. 그러나 좀처럼 잘 될 기미가 보이지 않자 누마즈로 돌아온 요하네는 정말로 하고 싶은 일을 찾기 시작한다.","판타지, 애니메이션","15세 이상 관람가","2024","0","https://file.kinolights.com/m/content_poster/202501/08/7badeba7-5abd-43e8-bdfb-dfd28d0ad53f.webp","나카타니 아사미","코바야시 아이카, 히카사 요코","왓챠, 티빙"
"193","극장판 귀멸의 칼날: 무한열차편","줄거리 : 단기간에 다수의 승객이 사라졌다는 무한열차. 탄지로 일행은 귀살대 최강의 검사 염주 렌고쿠 쿄쥬로와 합류하여, 무한열차안의 혈귀와 혈투를 벌인다.

1분 정보 : 제44회 일본 아카데미상 최우수 애니메이션 작품상 수상작. 애니메이션 <귀멸의 칼날> 1기와 2기 사이 내용을 다루고 있다. <페이트 제로>의 ufotable이 제작하여 애니메이션 효과가 상당하다는 평을 받고 있다.
일본 역대 박스오피스 순위 1위인 작품이다.","액션, 판타지, 애니메이션","15세 이상 관람가","2020","3.7","https://file.kinolights.com/m/content_poster/202307/12/7ddd2647-ef4f-4cb3-9784-214308998c9a.webp","소토자키 하루오","하나에 나츠키, 키토 아카리","넷플릭스, 왓챠, 쿠팡플레이, 티빙"
"194","극장판 모노노케: 우중망령","오오쿠는 전국의 아름다운 여성들과 재능 있는 여성들이 모여, 세계를 지배하는 천자의 후계자를 낳는 특별한 장소이자 중요한 관료제이다. 새로운 하녀 아사와 카메가 이 이질적인 공간에 발을 들여놓는데, 이 공간은 자신만의 규칙을 가진 사회이기도 하다. 경력 발전에 재능이 있는 아사와 그리움의 깊은 뒷공간에서 자리를 찾는 카메. 첫날부터 오오쿠에서는 정반대의 두 사람을 오미즈사마와 나의 소중한 것'으로 숭배하였다. 그들은 제안함으로써 그룹으로 염색되는 의식에 참여하도록 강요받는다. 그곳에서 일어난 일 이후, 두 사람 사이에 유대감이 생겼다. 카잔 오토시요리는 오오쿠의 번영과 영속성을 최우선으로 하고 하녀들을 하나로 모으지만, 그녀의 무표정한 얼굴 뒤에 무언가를 숨기면서 조금씩 사건을 덮고 있다. 뭔가. 매일 밤 축적되는 여성들의 열정, 갑자기 울려 퍼지는 카라카사의 이상한 소음, 마치 홀린 것처럼 이성을 잃은 하녀... 마침내 결정적인 비극이 발생하고, 모노노케를 따라 오오쿠의 중심으로 나타난 약장수. 하지만 모노노케를 죽이고 쫓아낼 수 있는 퇴마의 검은 형태, 내력, 까닭이 밝혀지지 않으면 봉인을 풀 수 없다. 약장수가 방 뒤편에 숨어 있는 끔찍하고 슬픈 진실을 파헤치면 퇴마와 구원의 의식이 시작된다.","공포, 판타지, 애니메이션","15세 이상 관람가","2024","3.1","https://file.kinolights.com/m/content_poster/202410/14/53426475-c5cf-4a9b-a189-044e94c93915.webp","나카무라 켄지","카미야 히로시, 쿠로사와 토모요","넷플릭스"
"195","극장판 바이올렛 에버가든","친애하는 길베르트 소령님, 오늘도 또 당신을 떠올리고 말았습니다. 무엇을 보든 무엇을 하든 당신이 떠오릅니다. 시간이 지나도 당신과 보냈던 기억은 선명하게 되살아납니다. 당신은 날 곁에 두었고 아무것도 모르는 제게 살아가는 방법을 가르쳐 주셨고 처음으로 사랑이라는 감정을 알려주셨습니다. 그래서 이렇게 또 편지를 쓰게 됩니다. -언젠가 이 편지가 당신에게 닿기를 바라며-","판타지, 애니메이션","전체 관람가","2020","3.8","https://file.kinolights.com/m/content_poster/202307/12/d435d2a7-f523-4c10-bcb1-c408bd7ff007.webp","이시다테 타이치","이시카와 유이, 나미카와 다이스케","넷플릭스, 왓챠"
"196","극장판 스파이 패밀리 코드 : 화이트","세계 각국이 물밑에서 치열하게 정보전쟁을 펼치는 시대.

서국 웨스탈리스의 정보국 <WISE>의 민완한 첩보원 에이전트 <황혼> 로이드 포저가 평소와 같이 임무를 맡고 있었지만 진행 중인 오퍼레이션 <올빼미>의 담당을 변경한다는 지령을 받게 된다. 그러나 새로운 담당자로 뽑힌 것은 무능한 남자였다.

그 무렵 이든 칼리지에서는 우승자에게 〈스텔라〉가 수여된다고 소문난 조리 실습이 실시되어, 조금이라도 오퍼레이션 〈올빼미〉의 진전을 나타내서 〈WISE〉에 임무 담당 권한을 교섭하기 위해, 나아가 세계의 평화를 지키기 위해, 로이드는 심사 위원장을 맡게 된 교장이 좋아한다는 ""프리지스 지방""의 전통 과자 〈멜레메레〉를 만들 것을 아냐에게 제안한다. 본고장의 맛을 확인하기 위해 포저 일가는 가족 여행으로 프리지스 지방을 향하게 되는데, 요르는 출발 전에 로이드가 의문의 여자와 대화를 나누는 자초지종의 현장을 목격하고 임시적인 부부 관계에 일말의 불안을 느끼며 가족 여행은 시작된다...

그런 가족 여행 도중 열차 안에서 아냐는 수상한 트렁크 케이스를 발견하게 되고, 그 안에는 어째서인지 초콜릿이… 이상하게 여기던 찰나, 트렁크 케이스의 주인이 돌아와, 놀란 아냐는 순간 실수로 그 초콜릿을 삼켜 버리고 만다. 그런데 그 초콜릿에는 세계 평화를 뒤흔드는 중대한 비밀이 숨겨져 있었다ㅡ!?

그리고 조금의 여유도 허락되지 않고, 여행지에서 일어나는 해프닝의 연속!!

세계의 명운(命運)은 또다시 이 임시 가족에게 맡겨지고 말았다.","코미디, 액션, 스릴러, 애니메이션","12세 이상 관람가","2023","3.2","https://file.kinolights.com/m/content_poster/202402/13/6ad5e44a-c626-407f-92e5-a0d3bbfe8dea.webp","카타기리 타카시","에구치 타쿠야, 타네자키 아츠미","넷플릭스, 티빙"
"197","극장판 엄마 까투리: 도시로 간 까투리 가족","엄마 까투리와 꺼병이 4남매는 평화로웠던 숲이 아파트 개발로 위험해지자, 정든 보금자리를 뒤로하고 서둘러 이사를 결심한다. 건너편 산으로 가기 위해서는 위험천만한 도시 한 가운데를 지나야만 하는 상황! 다행히 쥐돌이 가족의 도움으로 하룻밤 안식처를 구하지만, 그것도 잠시… 호시탐탐 꺼병이들을 노리는 도시 길냥이들을 엄마가 혼쭐 내주는 사이, 꺼병이들은 사라져버리고, 아이들을 찾아 나서는 엄마 역시 큰 위험에 처하게 되는데…","드라마, 애니메이션","전체 관람가","2022","3.4","https://file.kinolights.com/m/content_poster/202307/12/4bec0032-eca6-49a8-9d81-e5c69bd51702.webp","정길훈","김서영, 전해리","넷플릭스"
"198","극장판 오늘부터 우리는!!","1980년대. 난코 고등학교에서 전학한 것을 계기로 금발로 이미지 변신한 미즈하시 타카시는 같은 날에 전학을 온 가시 돋친 머리를 한 이토 신지오를 만난다. 주위의 불량배들에게 눈총을 받지만, 뜻밖의 일로 의기투합한 두 사람은 함께 손을 잡고 잇달아 막아서는 강적을 쓰러뜨린다. 어느 날, 예전에 크게 싸웠던 이케히사 고등학교에 극악무도한 호쿠네이 고등학교가 덤벼드는데...","코미디","15세 이상 관람가","2020","3.3","https://file.kinolights.com/m/content_poster/202307/12/5964c5e0-9003-4a9b-ab1a-f0c7da996743.webp","후쿠다 유이치","카쿠 켄토, 이토 켄타로","티빙"
"199","극장판 오버로드 성왕국편","성왕녀 칼카가 통치하는 로블 성왕국은 길고 거대한 성벽을 쌓고 그 안에서 평화로운 시대를 구가해 왔다. 하지만, 갑자기 나타난 마황 얄다바오트와 아인 연합군의 침공으로 평화는 너무나도 쉽게 붕괴되고 말았다. 성기사 단장 레메디오스, 신관 단장 케랄트를 시작으로 성왕국은 전력을 모아 맞섰지만 얄다바오트와의 압도적인 힘의 차이에 손쓸 도리 없이 국가는 붕괴 위기에 직면하게 됐다. 레메디오스는 얄다바오트에게 대항할 힘을 얻기 위해 직접 성기사단과 종자 네이아를 이끌고 어떤 나라에 도움을 요청하러 갔다. 그 나라의 이름은 아인즈 울 고운 마도국. 성왕국의 사람들이 꺼림칙하게 여기는 언데드가 통치하는 이형의 국가였는데...","액션, 판타지, 애니메이션","15세 이상 관람가","2024","0","https://file.kinolights.com/m/content_poster/202411/07/9204e1cb-9850-416e-8e66-3c52c038dfdd.webp","이토 나오유키","히노 사토시, 하라 유미","왓챠"
"200","극장판 요괴워치: 포에버 프렌즈","사악한 요괴에게 가족의 영혼을 빼앗긴 서민은 영혼을 되찾을 방법을 알고 있는 고귀한과 요괴를 보는 소녀 천송이의 도움으로 요괴워치를 손에 넣는다. 귀요미 요괴 깜냥이와 요괴 삼총사를 소환한 세 친구는 소중한 가족을 되찾기 위해 신비롭고 환상적인 요마계로 떠나는데…","액션, 판타지, 애니메이션","전체 관람가","2018","0","https://file.kinolights.com/m/content_poster/202307/12/a0c503b9-1851-41b3-b023-35963f083d71.webp","타카하시 시게하루","타네자키 아츠미, 키무라 료헤이","티빙"
